,year,community,elec_efficiency,gas_efficiency,ghg_efficiency
0,2014,ALBANY PARK,7.436698968427634,7.436698968427634,7.436698968427634
1,2014,ARCHER HEIGHTS,16.929336284174994,16.929336284174994,16.929336284174994
2,2014,ARMOUR SQUARE,12.528807777935095,12.528807777935095,12.528807777935095
3,2014,ASHBURN,8.040000000000001,8.040000000000001,8.040000000000001
4,2014,BELMONT CRAGIN,8.237476808905381,8.237476808905381,8.237476808905381
5,2014,BRIGHTON PARK,9.144461719922797,9.144461719922797,9.144461719922797
6,2014,CALUMET HEIGHTS,25.663325990891035,25.663325990891035,25.663325990891035
7,2014,CHATHAM,13.611248687173111,13.611248687173111,13.611248687173111
8,2014,DOUGLAS,7.601496544632225,7.601496544632225,7.601496544632225
9,2014,EDGEWATER,11.322008435892991,11.322008435892991,11.322008435892991
10,2014,ENGLEWOOD,20.450185883333297,20.450185883333297,20.450185883333297
11,2014,GARFIELD RIDGE,7.364020939603308,7.364020939603308,7.364020939603308
12,2014,GRAND BOULEVARD,32.11540261233439,32.11540261233439,32.11540261233439
13,2014,HYDE PARK,12.345410028420396,12.345410028420396,12.345410028420396
14,2014,IRVING PARK,8.597185576077397,8.597185576077397,8.597185576077397
15,2014,LAKEVIEW,17.29823016200151,17.29823016200151,17.29823016200151
16,2014,LINCOLN PARK,8.18260759850672,8.18260759850672,8.18260759850672
17,2014,LOOP,12.8090405662211,12.8090405662211,12.8090405662211
18,2014,LOWER WEST SIDE,6.519494567087861,6.519494567087861,6.519494567087861
19,2014,MORGAN PARK,8.805848300430458,8.805848300430458,8.805848300430458
20,2014,NEAR NORTH SIDE,17.278174623483864,17.278174623483864,17.278174623483864
21,2014,NEAR SOUTH SIDE,20.02046507919299,20.02046507919299,20.02046507919299
22,2014,NEAR WEST SIDE,15.076493939622827,15.076493939622827,15.076493939622827
23,2014,NORTH CENTER,6.416142221229924,6.416142221229924,6.416142221229924
24,2014,NORTH PARK,5.763358778625954,5.763358778625954,5.763358778625954
25,2014,NORWOOD PARK,17.22897594103289,17.22897594103289,17.22897594103289
26,2014,OHARE,13.488064390299167,13.488064390299167,13.488064390299167
27,2014,PORTAGE PARK,26.131901964288804,26.131901964288804,26.131901964288804
28,2014,PULLMAN,9.597686698516469,9.597686698516469,9.597686698516469
29,2014,ROSELAND,13.291586223945622,13.291586223945622,13.291586223945622
30,2014,SOUTH LAWNDALE,14.023338716443309,14.023338716443309,14.023338716443309
31,2014,UPTOWN,18.607519813510898,18.607519813510898,18.607519813510898
32,2014,WASHINGTON HEIGHTS,12.49556894718185,12.49556894718185,12.49556894718185
33,2014,WEST ENGLEWOOD,6.965610161288213,6.965610161288213,6.965610161288213
34,2014,WEST LAWN,7.7493415950445685,7.7493415950445685,7.7493415950445685
35,2014,WEST TOWN,24.871986372856504,24.871986372856504,24.871986372856504
36,2015,ALBANY PARK,7.0758532237165905,7.0758532237165905,7.0758532237165905
37,2015,ARCHER HEIGHTS,15.637988247846925,15.637988247846925,15.637988247846925
38,2015,ARMOUR SQUARE,8.108558009274393,8.108558009274393,8.108558009274393
39,2015,ASHBURN,9.275231933097407,9.275231933097407,9.275231933097407
40,2015,AUBURN GRESHAM,7.652592114822475,7.652592114822475,7.652592114822475
41,2015,AUSTIN,10.420666219715491,10.420666219715491,10.420666219715491
42,2015,AVONDALE,14.79819321059619,14.79819321059619,14.79819321059619
43,2015,BELMONT CRAGIN,11.241895935662816,11.241895935662816,11.241895935662816
44,2015,BEVERLY,3.889352896445979,3.889352896445979,3.889352896445979
45,2015,BRIDGEPORT,6.495905504105957,6.495905504105957,6.495905504105957
46,2015,BRIGHTON PARK,11.858240222355695,11.858240222355695,11.858240222355695
47,2015,BURNSIDE,8.490797546012269,8.490797546012269,8.490797546012269
48,2015,CALUMET HEIGHTS,24.23673664052315,24.23673664052315,24.23673664052315
49,2015,CHATHAM,13.785554830568522,13.785554830568522,13.785554830568522
50,2015,CHICAGO LAWN,10.8327953913717,10.8327953913717,10.8327953913717
51,2015,CLEARING,4.776636804288896,4.776636804288896,4.776636804288896
52,2015,DOUGLAS,8.90364420274292,8.90364420274292,8.90364420274292
53,2015,DUNNING,14.558213331015272,14.558213331015272,14.558213331015272
54,2015,EAST GARFIELD PARK,11.897080763695584,11.897080763695584,11.897080763695584
55,2015,EAST SIDE,8.028631617388289,8.028631617388289,8.028631617388289
56,2015,EDGEWATER,9.739388864799883,9.739388864799883,9.739388864799883
57,2015,EDISON PARK,7.360892108845432,7.360892108845432,7.360892108845432
58,2015,ENGLEWOOD,10.656490341742934,10.656490341742934,10.656490341742934
59,2015,FOREST GLEN,12.7267870336783,12.7267870336783,12.7267870336783
60,2015,GAGE PARK,9.216644458666734,9.216644458666734,9.216644458666734
61,2015,GARFIELD RIDGE,21.830785296372678,21.830785296372678,21.830785296372678
62,2015,GRAND BOULEVARD,12.349535445005497,12.349535445005497,12.349535445005497
63,2015,GREATER GRAND CROSSING,9.183404598836052,9.183404598836052,9.183404598836052
64,2015,HEGEWISCH,20.25123709716095,20.25123709716095,20.25123709716095
65,2015,HERMOSA,105.53882618541674,105.53882618541674,105.53882618541674
66,2015,HUMBOLDT PARK,10.831945608521425,10.831945608521425,10.831945608521425
67,2015,HYDE PARK,12.659555674127393,12.659555674127393,12.659555674127393
68,2015,IRVING PARK,11.85756252537679,11.85756252537679,11.85756252537679
69,2015,JEFFERSON PARK,18.40835608240481,18.40835608240481,18.40835608240481
70,2015,KENWOOD,8.123964810878691,8.123964810878691,8.123964810878691
71,2015,LAKEVIEW,9.520454765716647,9.520454765716647,9.520454765716647
72,2015,LINCOLN PARK,21.44791581867114,21.44791581867114,21.44791581867114
73,2015,LINCOLN SQUARE,12.204178823638332,12.204178823638332,12.204178823638332
74,2015,LOGAN SQUARE,10.421419573451093,10.421419573451093,10.421419573451093
75,2015,LOOP,11.784527688351055,11.784527688351055,11.784527688351055
76,2015,LOWER WEST SIDE,11.120541291847099,11.120541291847099,11.120541291847099
77,2015,MCKINLEY PARK,15.113031476186723,15.113031476186723,15.113031476186723
78,2015,MONTCLARE,12.510498611488508,12.510498611488508,12.510498611488508
79,2015,MORGAN PARK,13.24487390475933,13.24487390475933,13.24487390475933
80,2015,MOUNT GREENWOOD,8.134341847765038,8.134341847765038,8.134341847765038
81,2015,NEAR NORTH SIDE,11.841438121362678,11.841438121362678,11.841438121362678
82,2015,NEAR SOUTH SIDE,11.694660415643398,11.694660415643398,11.694660415643398
83,2015,NEAR WEST SIDE,12.497974875731792,12.497974875731792,12.497974875731792
84,2015,NEW CITY,12.675136331702893,12.675136331702893,12.675136331702893
85,2015,NORTH CENTER,11.529528792906772,11.529528792906772,11.529528792906772
86,2015,NORTH LAWNDALE,11.855360430202854,11.855360430202854,11.855360430202854
87,2015,NORTH PARK,13.923861428953094,13.923861428953094,13.923861428953094
88,2015,NORWOOD PARK,18.342219117253986,18.342219117253986,18.342219117253986
89,2015,OAKLAND,8.551028146421382,8.551028146421382,8.551028146421382
90,2015,OHARE,16.42993732739622,16.42993732739622,16.42993732739622
91,2015,PORTAGE PARK,12.840522242210822,12.840522242210822,12.840522242210822
92,2015,PULLMAN,49.83358049125412,49.83358049125412,49.83358049125412
93,2015,RIVERDALE,9.890054127198917,9.890054127198917,9.890054127198917
94,2015,ROGERS PARK,42.54788928258693,42.54788928258693,42.54788928258693
95,2015,ROSELAND,10.390478008675581,10.390478008675581,10.390478008675581
96,2015,SOUTH CHICAGO,7.671177675159763,7.671177675159763,7.671177675159763
97,2015,SOUTH DEERING,16.29123176100481,16.29123176100481,16.29123176100481
98,2015,SOUTH LAWNDALE,12.491175123193702,12.491175123193702,12.491175123193702
99,2015,SOUTH SHORE,11.109015837623229,11.109015837623229,11.109015837623229
100,2015,UPTOWN,9.858424545516623,9.858424545516623,9.858424545516623
101,2015,WASHINGTON HEIGHTS,13.200502864260311,13.200502864260311,13.200502864260311
102,2015,WASHINGTON PARK,9.832981726491235,9.832981726491235,9.832981726491235
103,2015,WEST ELSDON,14.837075116795976,14.837075116795976,14.837075116795976
104,2015,WEST ENGLEWOOD,8.500584221051687,8.500584221051687,8.500584221051687
105,2015,WEST GARFIELD PARK,8.08422781905741,8.08422781905741,8.08422781905741
106,2015,WEST LAWN,17.026924242257902,17.026924242257902,17.026924242257902
107,2015,WEST PULLMAN,8.562004234884864,8.562004234884864,8.562004234884864
108,2015,WEST RIDGE,10.40365662260657,10.40365662260657,10.40365662260657
109,2015,WEST TOWN,12.355295913426529,12.355295913426529,12.355295913426529
110,2015,WOODLAWN,9.75875240848599,9.75875240848599,9.75875240848599
111,2016,ALBANY PARK,7.929268588497764,7.929268588497764,7.929268588497764
112,2016,ARCHER HEIGHTS,13.356084563466336,13.356084563466336,13.356084563466336
113,2016,ARMOUR SQUARE,7.868365120762676,7.868365120762676,7.868365120762676
114,2016,ASHBURN,9.106843574712077,9.106843574712077,9.106843574712077
115,2016,AUBURN GRESHAM,8.507441731329859,8.507441731329859,8.507441731329859
116,2016,AUSTIN,9.452973003937165,9.452973003937165,9.452973003937165
117,2016,AVALON PARK,5.296903245101213,5.296903245101213,5.296903245101213
118,2016,AVONDALE,12.538790013443746,12.538790013443746,12.538790013443746
119,2016,BELMONT CRAGIN,11.556299706698075,11.556299706698075,11.556299706698075
120,2016,BEVERLY,3.910544883381742,3.910544883381742,3.910544883381742
121,2016,BRIDGEPORT,6.5735220898927444,6.5735220898927444,6.5735220898927444
122,2016,BRIGHTON PARK,11.748437070161943,11.748437070161943,11.748437070161943
123,2016,BURNSIDE,5.955419435933185,5.955419435933185,5.955419435933185
124,2016,CALUMET HEIGHTS,22.93947329733993,22.93947329733993,22.93947329733993
125,2016,CHATHAM,13.446976571371192,13.446976571371192,13.446976571371192
126,2016,CHICAGO LAWN,8.570798569071526,8.570798569071526,8.570798569071526
127,2016,CLEARING,4.418892908609031,4.418892908609031,4.418892908609031
128,2016,DOUGLAS,8.588890541791805,8.588890541791805,8.588890541791805
129,2016,DUNNING,10.005343237934275,10.005343237934275,10.005343237934275
130,2016,EAST GARFIELD PARK,10.466173503101823,10.466173503101823,10.466173503101823
131,2016,EAST SIDE,6.482124009682454,6.482124009682454,6.482124009682454
132,2016,EDGEWATER,8.561888686564116,8.561888686564116,8.561888686564116
133,2016,EDISON PARK,8.29461246542176,8.29461246542176,8.29461246542176
134,2016,ENGLEWOOD,10.967017496547681,10.967017496547681,10.967017496547681
135,2016,FOREST GLEN,8.956143544013585,8.956143544013585,8.956143544013585
136,2016,FULLER PARK,7.7351731458139845,7.7351731458139845,7.7351731458139845
137,2016,GAGE PARK,10.169847961376755,10.169847961376755,10.169847961376755
138,2016,GARFIELD RIDGE,18.145657092196863,18.145657092196863,18.145657092196863
139,2016,GRAND BOULEVARD,9.003440109531958,9.003440109531958,9.003440109531958
140,2016,GREATER GRAND CROSSING,9.646999797760321,9.646999797760321,9.646999797760321
141,2016,HEGEWISCH,15.091565814540782,15.091565814540782,15.091565814540782
142,2016,HERMOSA,10.376928393805377,10.376928393805377,10.376928393805377
143,2016,HUMBOLDT PARK,8.713071551244017,8.713071551244017,8.713071551244017
144,2016,HYDE PARK,8.936530882994493,8.936530882994493,8.936530882994493
145,2016,IRVING PARK,13.222034850927436,13.222034850927436,13.222034850927436
146,2016,JEFFERSON PARK,11.659428874309889,11.659428874309889,11.659428874309889
147,2016,KENWOOD,7.3967447692085555,7.3967447692085555,7.3967447692085555
148,2016,LAKEVIEW,7.469056232948792,7.469056232948792,7.469056232948792
149,2016,LINCOLN PARK,10.173830828686803,10.173830828686803,10.173830828686803
150,2016,LINCOLN SQUARE,12.786896182864023,12.786896182864023,12.786896182864023
151,2016,LOGAN SQUARE,8.900022615378637,8.900022615378637,8.900022615378637
152,2016,LOOP,10.675518101659907,10.675518101659907,10.675518101659907
153,2016,LOWER WEST SIDE,9.62040899778352,9.62040899778352,9.62040899778352
154,2016,MCKINLEY PARK,15.395222859988513,15.395222859988513,15.395222859988513
155,2016,MONTCLARE,11.99962896790257,11.99962896790257,11.99962896790257
156,2016,MORGAN PARK,11.747375619651795,11.747375619651795,11.747375619651795
157,2016,MOUNT GREENWOOD,8.907018030007098,8.907018030007098,8.907018030007098
158,2016,NEAR NORTH SIDE,9.953265221955942,9.953265221955942,9.953265221955942
159,2016,NEAR SOUTH SIDE,8.989133100697682,8.989133100697682,8.989133100697682
160,2016,NEAR WEST SIDE,10.258942465487491,10.258942465487491,10.258942465487491
161,2016,NEW CITY,10.524398835404451,10.524398835404451,10.524398835404451
162,2016,NORTH CENTER,10.09325445648317,10.09325445648317,10.09325445648317
163,2016,NORTH LAWNDALE,10.622825360603303,10.622825360603303,10.622825360603303
164,2016,NORTH PARK,9.646645273296865,9.646645273296865,9.646645273296865
165,2016,NORWOOD PARK,16.73362673144662,16.73362673144662,16.73362673144662
166,2016,OAKLAND,7.594026745796877,7.594026745796877,7.594026745796877
167,2016,OHARE,10.495972382804357,10.495972382804357,10.495972382804357
168,2016,PORTAGE PARK,10.952164909999846,10.952164909999846,10.952164909999846
169,2016,PULLMAN,44.335155179783634,44.335155179783634,44.335155179783634
170,2016,RIVERDALE,8.050152232746955,8.050152232746955,8.050152232746955
171,2016,ROGERS PARK,8.524589794206133,8.524589794206133,8.524589794206133
172,2016,ROSELAND,8.954943760512133,8.954943760512133,8.954943760512133
173,2016,SOUTH CHICAGO,9.290983289379538,9.290983289379538,9.290983289379538
174,2016,SOUTH DEERING,12.971260060527998,12.971260060527998,12.971260060527998
175,2016,SOUTH LAWNDALE,11.612957068610319,11.612957068610319,11.612957068610319
176,2016,SOUTH SHORE,7.922444748930979,7.922444748930979,7.922444748930979
177,2016,UPTOWN,8.349244801394317,8.349244801394317,8.349244801394317
178,2016,WASHINGTON HEIGHTS,11.03316436328014,11.03316436328014,11.03316436328014
179,2016,WASHINGTON PARK,6.5775863684409615,6.5775863684409615,6.5775863684409615
180,2016,WEST ELSDON,13.0971077257707,13.0971077257707,13.0971077257707
181,2016,WEST ENGLEWOOD,10.081915821388165,10.081915821388165,10.081915821388165
182,2016,WEST GARFIELD PARK,7.676757927048543,7.676757927048543,7.676757927048543
183,2016,WEST LAWN,13.3037784929525,13.3037784929525,13.3037784929525
184,2016,WEST PULLMAN,17.624963047324187,17.624963047324187,17.624963047324187
185,2016,WEST RIDGE,8.821549272522985,8.821549272522985,8.821549272522985
186,2016,WEST TOWN,8.975194172994607,8.975194172994607,8.975194172994607
187,2016,WOODLAWN,10.645336804257694,10.645336804257694,10.645336804257694
188,2017,ALBANY PARK,9.003526603654754,9.003526603654754,9.003526603654754
189,2017,ARCHER HEIGHTS,13.267795410864084,13.267795410864084,13.267795410864084
190,2017,ARMOUR SQUARE,7.812392115877301,7.812392115877301,7.812392115877301
191,2017,ASHBURN,8.767677079635941,8.767677079635941,8.767677079635941
192,2017,AUBURN GRESHAM,8.35463538977805,8.35463538977805,8.35463538977805
193,2017,AUSTIN,9.480761511070394,9.480761511070394,9.480761511070394
194,2017,AVALON PARK,5.324846936146365,5.324846936146365,5.324846936146365
195,2017,AVONDALE,11.343489971499354,11.343489971499354,11.343489971499354
196,2017,BELMONT CRAGIN,10.256380449836689,10.256380449836689,10.256380449836689
197,2017,BEVERLY,4.599907752527456,4.599907752527456,4.599907752527456
198,2017,BRIDGEPORT,6.417413746046756,6.417413746046756,6.417413746046756
199,2017,BRIGHTON PARK,11.192261638183036,11.192261638183036,11.192261638183036
200,2017,BURNSIDE,6.529218102629029,6.529218102629029,6.529218102629029
201,2017,CALUMET HEIGHTS,22.30108156056834,22.30108156056834,22.30108156056834
202,2017,CHATHAM,12.672475263797594,12.672475263797594,12.672475263797594
203,2017,CHICAGO LAWN,10.385938727365561,10.385938727365561,10.385938727365561
204,2017,CLEARING,4.676871605211976,4.676871605211976,4.676871605211976
205,2017,DOUGLAS,9.372814892697596,9.372814892697596,9.372814892697596
206,2017,DUNNING,9.256380576893005,9.256380576893005,9.256380576893005
207,2017,EAST GARFIELD PARK,9.823653318973626,9.823653318973626,9.823653318973626
208,2017,EAST SIDE,6.219587521748224,6.219587521748224,6.219587521748224
209,2017,EDGEWATER,8.346596114090865,8.346596114090865,8.346596114090865
210,2017,EDISON PARK,7.937394469424446,7.937394469424446,7.937394469424446
211,2017,ENGLEWOOD,10.212948577490561,10.212948577490561,10.212948577490561
212,2017,FOREST GLEN,6.437786748907663,6.437786748907663,6.437786748907663
213,2017,FULLER PARK,7.168445194184878,7.168445194184878,7.168445194184878
214,2017,GAGE PARK,9.348640226512794,9.348640226512794,9.348640226512794
215,2017,GARFIELD RIDGE,16.19654751344513,16.19654751344513,16.19654751344513
216,2017,GRAND BOULEVARD,8.095863068341679,8.095863068341679,8.095863068341679
217,2017,GREATER GRAND CROSSING,9.348046082731269,9.348046082731269,9.348046082731269
218,2017,HEGEWISCH,16.095638168485443,16.095638168485443,16.095638168485443
219,2017,HERMOSA,9.889644757372682,9.889644757372682,9.889644757372682
220,2017,HUMBOLDT PARK,8.339586700416596,8.339586700416596,8.339586700416596
221,2017,HYDE PARK,8.38786564726167,8.38786564726167,8.38786564726167
222,2017,IRVING PARK,8.568706502039976,8.568706502039976,8.568706502039976
223,2017,JEFFERSON PARK,11.37694530456907,11.37694530456907,11.37694530456907
224,2017,KENWOOD,6.9899151677880536,6.9899151677880536,6.9899151677880536
225,2017,LAKEVIEW,7.682411062314403,7.682411062314403,7.682411062314403
226,2017,LINCOLN PARK,9.816579654137662,9.816579654137662,9.816579654137662
227,2017,LINCOLN SQUARE,12.234269627040964,12.234269627040964,12.234269627040964
228,2017,LOGAN SQUARE,7.905509229480541,7.905509229480541,7.905509229480541
229,2017,LOOP,10.34486176406147,10.34486176406147,10.34486176406147
230,2017,LOWER WEST SIDE,8.79439072032105,8.79439072032105,8.79439072032105
231,2017,MCKINLEY PARK,15.110798735892912,15.110798735892912,15.110798735892912
232,2017,MONTCLARE,11.699160509014371,11.699160509014371,11.699160509014371
233,2017,MORGAN PARK,12.348940351275862,12.348940351275862,12.348940351275862
234,2017,MOUNT GREENWOOD,9.680110847381718,9.680110847381718,9.680110847381718
235,2017,NEAR NORTH SIDE,9.810463157623722,9.810463157623722,9.810463157623722
236,2017,NEAR SOUTH SIDE,8.843785219771277,8.843785219771277,8.843785219771277
237,2017,NEAR WEST SIDE,10.100222823085492,10.100222823085492,10.100222823085492
238,2017,NEW CITY,10.180742206847688,10.180742206847688,10.180742206847688
239,2017,NORTH CENTER,9.655400417343944,9.655400417343944,9.655400417343944
240,2017,NORTH LAWNDALE,14.369987481128295,14.369987481128295,14.369987481128295
241,2017,NORTH PARK,9.909625239197812,9.909625239197812,9.909625239197812
242,2017,NORWOOD PARK,16.34223651758224,16.34223651758224,16.34223651758224
243,2017,OAKLAND,6.8022242078865425,6.8022242078865425,6.8022242078865425
244,2017,OHARE,10.542933902340033,10.542933902340033,10.542933902340033
245,2017,PORTAGE PARK,11.674141749410449,11.674141749410449,11.674141749410449
246,2017,PULLMAN,13.344140824237329,13.344140824237329,13.344140824237329
247,2017,RIVERDALE,10.462049804918582,10.462049804918582,10.462049804918582
248,2017,ROGERS PARK,8.814114468891095,8.814114468891095,8.814114468891095
249,2017,ROSELAND,12.505488987966245,12.505488987966245,12.505488987966245
250,2017,SOUTH CHICAGO,9.38205345499084,9.38205345499084,9.38205345499084
251,2017,SOUTH DEERING,12.595002943354856,12.595002943354856,12.595002943354856
252,2017,SOUTH LAWNDALE,12.179296830860814,12.179296830860814,12.179296830860814
253,2017,SOUTH SHORE,7.885651582672408,7.885651582672408,7.885651582672408
254,2017,UPTOWN,8.005292462785642,8.005292462785642,8.005292462785642
255,2017,WASHINGTON HEIGHTS,10.200942261171662,10.200942261171662,10.200942261171662
256,2017,WASHINGTON PARK,7.287291204855442,7.287291204855442,7.287291204855442
257,2017,WEST ELSDON,11.9945096080433,11.9945096080433,11.9945096080433
258,2017,WEST ENGLEWOOD,10.27554127358944,10.27554127358944,10.27554127358944
259,2017,WEST GARFIELD PARK,7.203137185625839,7.203137185625839,7.203137185625839
260,2017,WEST LAWN,11.359061154874313,11.359061154874313,11.359061154874313
261,2017,WEST PULLMAN,8.806175662605442,8.806175662605442,8.806175662605442
262,2017,WEST RIDGE,8.375245948640648,8.375245948640648,8.375245948640648
263,2017,WEST TOWN,9.117057179604153,9.117057179604153,9.117057179604153
264,2017,WOODLAWN,7.453133476237332,7.453133476237332,7.453133476237332
265,2018,ALBANY PARK,7.848445761745698,7.848445761745698,7.848445761745698
266,2018,ARCHER HEIGHTS,8.18027033690494,8.18027033690494,8.18027033690494
267,2018,ARMOUR SQUARE,7.7750602588800755,7.7750602588800755,7.7750602588800755
268,2018,ASHBURN,8.486788200120941,8.486788200120941,8.486788200120941
269,2018,AUBURN GRESHAM,8.21406111787311,8.21406111787311,8.21406111787311
270,2018,AUSTIN,9.199710567939663,9.199710567939663,9.199710567939663
271,2018,AVALON PARK,5.469073593580043,5.469073593580043,5.469073593580043
272,2018,AVONDALE,9.885259498981753,9.885259498981753,9.885259498981753
273,2018,BELMONT CRAGIN,9.728464253828374,9.728464253828374,9.728464253828374
274,2018,BEVERLY,4.9327466061656216,4.9327466061656216,4.9327466061656216
275,2018,BRIDGEPORT,7.400253688484936,7.400253688484936,7.400253688484936
276,2018,BRIGHTON PARK,8.43721605054193,8.43721605054193,8.43721605054193
277,2018,BURNSIDE,4.887851461261595,4.887851461261595,4.887851461261595
278,2018,CALUMET HEIGHTS,19.88172095470871,19.88172095470871,19.88172095470871
279,2018,CHATHAM,11.469758336491662,11.469758336491662,11.469758336491662
280,2018,CHICAGO LAWN,22.63064643954519,22.63064643954519,22.63064643954519
281,2018,CLEARING,5.399413501556942,5.399413501556942,5.399413501556942
282,2018,DOUGLAS,25.900554347381473,25.900554347381473,25.900554347381473
283,2018,DUNNING,9.337236674341613,9.337236674341613,9.337236674341613
284,2018,EAST GARFIELD PARK,10.131932955489635,10.131932955489635,10.131932955489635
285,2018,EAST SIDE,6.867013845020475,6.867013845020475,6.867013845020475
286,2018,EDGEWATER,8.226658665343045,8.226658665343045,8.226658665343045
287,2018,EDISON PARK,7.977402706658793,7.977402706658793,7.977402706658793
288,2018,ENGLEWOOD,10.31899515895086,10.31899515895086,10.31899515895086
289,2018,FOREST GLEN,10.788116515452014,10.788116515452014,10.788116515452014
290,2018,FULLER PARK,7.06040675524555,7.06040675524555,7.06040675524555
291,2018,GAGE PARK,9.108949573821281,9.108949573821281,9.108949573821281
292,2018,GARFIELD RIDGE,15.47541601398605,15.47541601398605,15.47541601398605
293,2018,GRAND BOULEVARD,7.786396109064811,7.786396109064811,7.786396109064811
294,2018,GREATER GRAND CROSSING,9.39486056507132,9.39486056507132,9.39486056507132
295,2018,HEGEWISCH,15.937015647739495,15.937015647739495,15.937015647739495
296,2018,HERMOSA,8.181974754015728,8.181974754015728,8.181974754015728
297,2018,HUMBOLDT PARK,8.161940751567563,8.161940751567563,8.161940751567563
298,2018,HYDE PARK,9.73088775004355,9.73088775004355,9.73088775004355
299,2018,IRVING PARK,7.64312405245828,7.64312405245828,7.64312405245828
300,2018,JEFFERSON PARK,10.762742853504824,10.762742853504824,10.762742853504824
301,2018,KENWOOD,7.089438274634499,7.089438274634499,7.089438274634499
302,2018,LAKEVIEW,7.729723032772281,7.729723032772281,7.729723032772281
303,2018,LINCOLN PARK,8.935225189357666,8.935225189357666,8.935225189357666
304,2018,LINCOLN SQUARE,11.58438673858056,11.58438673858056,11.58438673858056
305,2018,LOGAN SQUARE,8.479341433090429,8.479341433090429,8.479341433090429
306,2018,LOOP,9.653746995765568,9.653746995765568,9.653746995765568
307,2018,LOWER WEST SIDE,8.81491147201668,8.81491147201668,8.81491147201668
308,2018,MCKINLEY PARK,12.858121422930047,12.858121422930047,12.858121422930047
309,2018,MONTCLARE,11.285452432425904,11.285452432425904,11.285452432425904
310,2018,MORGAN PARK,14.191133054187606,14.191133054187606,14.191133054187606
311,2018,MOUNT GREENWOOD,9.354444875089694,9.354444875089694,9.354444875089694
312,2018,NEAR NORTH SIDE,9.666437068187237,9.666437068187237,9.666437068187237
313,2018,NEAR SOUTH SIDE,8.21485098768457,8.21485098768457,8.21485098768457
314,2018,NEAR WEST SIDE,9.480751567084111,9.480751567084111,9.480751567084111
315,2018,NEW CITY,9.719439682505438,9.719439682505438,9.719439682505438
316,2018,NORTH CENTER,11.44598132990044,11.44598132990044,11.44598132990044
317,2018,NORTH LAWNDALE,13.392399167174066,13.392399167174066,13.392399167174066
